joint_id,member_id,member_group,lane,piece_a,piece_b,joint_type,overlap_length_mm,glue_area_mm2,force_transfer_N,glue_shear_MPa,glue_allow_design_MPa,FS_glue_shear,FS_glue_shear_label,risk_flag
J-M110-L02-P01-02,110,vertical,2,M110-L02-P01,M110-L02-P02,lap_overlap,30.0,210.0,27.955009690904458,0.1331190937662117,1.75,13.146123147994155,13.146,OK
J-M110-L03-P01-02,110,vertical,3,M110-L03-P01,M110-L03-P02,lap_overlap,30.0,210.0,27.955009690904458,0.1331190937662117,1.75,13.146123147994155,13.146,OK
J-M111-L01-P01-02,111,vertical,1,M111-L01-P01,M111-L01-P02,lap_overlap,30.0,210.0,36.28984601977809,0.17280879057037185,1.75,10.126799650781413,10.127,OK
J-M111-L02-P01-02,111,vertical,2,M111-L02-P01,M111-L02-P02,lap_overlap,30.0,210.0,36.28984601977809,0.17280879057037185,1.75,10.126799650781413,10.127,OK
J-M111-L03-P01-02,111,vertical,3,M111-L03-P01,M111-L03-P02,lap_overlap,30.0,210.0,36.28984601977809,0.17280879057037185,1.75,10.126799650781413,10.127,OK
J-M115-L01-P01-02,115,diagonal,1,M115-L01-P01,M115-L01-P02,lap_overlap,30.0,210.0,0.05724276615429905,0.0002725846007347574,1.75,6420.025178542145,6420.025,OK
J-M115-L02-P01-02,115,diagonal,2,M115-L02-P01,M115-L02-P02,lap_overlap,30.0,210.0,0.05724276615429905,0.0002725846007347574,1.75,6420.025178542145,6420.025,OK
J-M115-L03-P01-02,115,diagonal,3,M115-L03-P01,M115-L03-P02,lap_overlap,30.0,210.0,0.05724276615429905,0.0002725846007347574,1.75,6420.025178542145,6420.025,OK
J-M116-L01-P01-02,116,chord_lacing,1,M116-L01-P01,M116-L01-P02,lap_overlap,30.0,210.0,0.05724276615429906,0.00027258460073475743,1.75,6420.025178542143,6420.025,OK
J-M117-L01-P01-02,117,diagonal,1,M117-L01-P01,M117-L01-P02,lap_overlap,30.0,210.0,57.17152917321757,0.27224537701532175,1.75,6.428024670925859,6.428,OK
J-M117-L02-P01-02,117,diagonal,2,M117-L02-P01,M117-L02-P02,lap_overlap,30.0,210.0,57.17152917321757,0.27224537701532175,1.75,6.428024670925859,6.428,OK
J-M117-L03-P01-02,117,diagonal,3,M117-L03-P01,M117-L03-P02,lap_overlap,30.0,210.0,57.17152917321757,0.27224537701532175,1.75,6.428024670925859,6.428,OK
J-M118-L01-P01-02,118,chord_lacing,1,M118-L01-P01,M118-L01-P02,lap_overlap,30.0,210.0,57.17152917321757,0.27224537701532175,1.75,6.428024670925859,6.428,OK
J-M119-L01-P01-02,119,diagonal,1,M119-L01-P01,M119-L01-P02,lap_overlap,30.0,210.0,34.95632943864057,0.16645871161257417,1.75,10.513117535554722,10.513,OK
J-M119-L02-P01-02,119,diagonal,2,M119-L02-P01,M119-L02-P02,lap_overlap,30.0,210.0,34.95632943864057,0.16645871161257417,1.75,10.513117535554722,10.513,OK
J-M119-L03-P01-02,119,diagonal,3,M119-L03-P01,M119-L03-P02,lap_overlap,30.0,210.0,34.95632943864057,0.16645871161257417,1.75,10.513117535554722,10.513,OK
J-M120-L01-P01-02,120,chord_lacing,1,M120-L01-P01,M120-L01-P02,lap_overlap,30.0,210.0,34.95632943864057,0.16645871161257417,1.75,10.513117535554722,10.513,OK
J-M121-L01-P01-02,121,diagonal,1,M121-L01-P01,M121-L01-P02,lap_overlap,30.0,210.0,25.28363643694063,0.12039826874733633,1.75,14.535092723571381,14.535,OK
J-M121-L02-P01-02,121,diagonal,2,M121-L02-P01,M121-L02-P02,lap_overlap,30.0,210.0,25.28363643694063,0.12039826874733633,1.75,14.535092723571381,14.535,OK
J-M121-L03-P01-02,121,diagonal,3,M121-L03-P01,M121-L03-P02,lap_overlap,30.0,210.0,25.28363643694063,0.12039826874733633,1.75,14.535092723571381,14.535,OK
J-M122-L01-P01-02,122,chord_lacing,1,M122-L01-P01,M122-L01-P02,lap_overlap,30.0,210.0,25.283636436940633,0.12039826874733635,1.75,14.53509272357138,14.535,OK
J-M123-L01-P01-02,123,diagonal,1,M123-L01-P01,M123-L01-P02,lap_overlap,30.0,210.0,19.874279200994426,0.09463942476664013,1.75,18.49123665232658,18.491,OK
J-M123-L02-P01-02,123,diagonal,2,M123-L02-P01,M123-L02-P02,lap_overlap,30.0,210.0,19.874279200994426,0.09463942476664013,1.75,18.49123665232658,18.491,OK
J-M123-L03-P01-02,123,diagonal,3,M123-L03-P01,M123-L03-P02,lap_overlap,30.0,210.0,19.874279200994426,0.09463942476664013,1.75,18.49123665232658,18.491,OK
J-M124-L01-P01-02,124,chord_lacing,1,M124-L01-P01,M124-L01-P02,lap_overlap,30.0,210.0,19.874279200994426,0.09463942476664013,1.75,18.49123665232658,18.491,OK
J-M125-L01-P01-02,125,diagonal,1,M125-L01-P01,M125-L01-P02,lap_overlap,30.0,210.0,34.68971815758629,0.16518913408374425,1.75,10.593917146589195,10.594,OK
J-M125-L01-P02-03,125,diagonal,1,M125-L01-P02,M125-L01-P03,lap_overlap,30.0,210.0,34.68971815758629,0.16518913408374425,1.75,10.593917146589195,10.594,OK
J-M125-L02-P01-02,125,diagonal,2,M125-L02-P01,M125-L02-P02,lap_overlap,30.0,210.0,34.68971815758629,0.16518913408374425,1.75,10.593917146589195,10.594,OK
J-M125-L02-P02-03,125,diagonal,2,M125-L02-P02,M125-L02-P03,lap_overlap,30.0,210.0,34.68971815758629,0.16518913408374425,1.75,10.593917146589195,10.594,OK
J-M125-L03-P01-02,125,diagonal,3,M125-L03-P01,M125-L03-P02,lap_overlap,30.0,210.0,34.68971815758629,0.16518913408374425,1.75,10.593917146589195,10.594,OK
J-M125-L03-P02-03,125,diagonal,3,M125-L03-P02,M125-L03-P03,lap_overlap,30.0,210.0,34.68971815758629,0.16518913408374425,1.75,10.593917146589195,10.594,OK
J-M126-L01-P01-02,126,chord_lacing,1,M126-L01-P01,M126-L01-P02,lap_overlap,30.0,210.0,34.68971815758629,0.16518913408374425,1.75,10.593917146589195,10.594,OK
J-M126-L01-P02-03,126,chord_lacing,1,M126-L01-P02,M126-L01-P03,lap_overlap,30.0,210.0,34.68971815758629,0.16518913408374425,1.75,10.593917146589195,10.594,OK
J-M127-L01-P01-02,127,diagonal,1,M127-L01-P01,M127-L01-P02,lap_overlap,30.0,210.0,10.566776805334586,0.05031798478730755,1.75,34.778817303538524,34.779,OK
J-M127-L01-P02-03,127,diagonal,1,M127-L01-P02,M127-L01-P03,lap_overlap,30.0,210.0,10.566776805334586,0.05031798478730755,1.75,34.778817303538524,34.779,OK
J-M127-L02-P01-02,127,diagonal,2,M127-L02-P01,M127-L02-P02,lap_overlap,30.0,210.0,10.566776805334586,0.05031798478730755,1.75,34.778817303538524,34.779,OK
J-M127-L02-P02-03,127,diagonal,2,M127-L02-P02,M127-L02-P03,lap_overlap,30.0,210.0,10.566776805334586,0.05031798478730755,1.75,34.778817303538524,34.779,OK
J-M127-L03-P01-02,127,diagonal,3,M127-L03-P01,M127-L03-P02,lap_overlap,30.0,210.0,10.566776805334586,0.05031798478730755,1.75,34.778817303538524,34.779,OK
J-M127-L03-P02-03,127,diagonal,3,M127-L03-P02,M127-L03-P03,lap_overlap,30.0,210.0,10.566776805334586,0.05031798478730755,1.75,34.778817303538524,34.779,OK
J-M128-L01-P01-02,128,chord_lacing,1,M128-L01-P01,M128-L01-P02,lap_overlap,30.0,210.0,10.566776805334586,0.05031798478730755,1.75,34.778817303538524,34.779,OK
J-M128-L01-P02-03,128,chord_lacing,1,M128-L01-P02,M128-L01-P03,lap_overlap,30.0,210.0,10.566776805334586,0.05031798478730755,1.75,34.778817303538524,34.779,OK
J-M129-L01-P01-02,129,diagonal,1,M129-L01-P01,M129-L01-P02,lap_overlap,30.0,210.0,13.67068767111713,0.06509851271960539,1.75,26.882334586316308,26.882,OK
J-M129-L01-P02-03,129,diagonal,1,M129-L01-P02,M129-L01-P03,lap_overlap,30.0,210.0,13.67068767111713,0.06509851271960539,1.75,26.882334586316308,26.882,OK
J-M129-L02-P01-02,129,diagonal,2,M129-L02-P01,M129-L02-P02,lap_overlap,30.0,210.0,13.67068767111713,0.06509851271960539,1.75,26.882334586316308,26.882,OK
J-M129-L02-P02-03,129,diagonal,2,M129-L02-P02,M129-L02-P03,lap_overlap,30.0,210.0,13.67068767111713,0.06509851271960539,1.75,26.882334586316308,26.882,OK
J-M129-L03-P01-02,129,diagonal,3,M129-L03-P01,M129-L03-P02,lap_overlap,30.0,210.0,13.67068767111713,0.06509851271960539,1.75,26.882334586316308,26.882,OK
J-M129-L03-P02-03,129,diagonal,3,M129-L03-P02,M129-L03-P03,lap_overlap,30.0,210.0,13.67068767111713,0.06509851271960539,1.75,26.882334586316308,26.882,OK
J-M130-L01-P01-02,130,chord_lacing,1,M130-L01-P01,M130-L01-P02,lap_overlap,30.0,210.0,13.67068767111713,0.06509851271960539,1.75,26.882334586316308,26.882,OK
J-M130-L01-P02-03,130,chord_lacing,1,M130-L01-P02,M130-L01-P03,lap_overlap,30.0,210.0,13.67068767111713,0.06509851271960539,1.75,26.882334586316308,26.882,OK
J-M131-L01-P01-02,131,diagonal,1,M131-L01-P01,M131-L01-P02,lap_overlap,30.0,210.0,38.02267283933385,0.1810603468539707,1.75,9.665285803364858,9.665,OK
J-M131-L01-P02-03,131,diagonal,1,M131-L01-P02,M131-L01-P03,lap_overlap,30.0,210.0,38.02267283933385,0.1810603468539707,1.75,9.665285803364858,9.665,OK
J-M131-L02-P01-02,131,diagonal,2,M131-L02-P01,M131-L02-P02,lap_overlap,30.0,210.0,38.02267283933385,0.1810603468539707,1.75,9.665285803364858,9.665,OK
J-M131-L02-P02-03,131,diagonal,2,M131-L02-P02,M131-L02-P03,lap_overlap,30.0,210.0,38.02267283933385,0.1810603468539707,1.75,9.665285803364858,9.665,OK
J-M131-L03-P01-02,131,diagonal,3,M131-L03-P01,M131-L03-P02,lap_overlap,30.0,210.0,38.02267283933385,0.1810603468539707,1.75,9.665285803364858,9.665,OK
J-M131-L03-P02-03,131,diagonal,3,M131-L03-P02,M131-L03-P03,lap_overlap,30.0,210.0,38.02267283933385,0.1810603468539707,1.75,9.665285803364858,9.665,OK
J-M132-L01-P01-02,132,chord_lacing,1,M132-L01-P01,M132-L01-P02,lap_overlap,30.0,210.0,38.02267283933385,0.1810603468539707,1.75,9.665285803364858,9.665,OK
J-M132-L01-P02-03,132,chord_lacing,1,M132-L01-P02,M132-L01-P03,lap_overlap,30.0,210.0,38.02267283933385,0.1810603468539707,1.75,9.665285803364858,9.665,OK
J-M133-L01-P01-02,133,diagonal,1,M133-L01-P01,M133-L01-P02,lap_overlap,30.0,210.0,22.015798155688714,0.10483713407470815,1.75,16.69255856186349,16.693,OK
J-M133-L02-P01-02,133,diagonal,2,M133-L02-P01,M133-L02-P02,lap_overlap,30.0,210.0,22.015798155688714,0.10483713407470815,1.75,16.69255856186349,16.693,OK
J-M133-L03-P01-02,133,diagonal,3,M133-L03-P01,M133-L03-P02,lap_overlap,30.0,210.0,22.015798155688714,0.10483713407470815,1.75,16.69255856186349,16.693,OK
J-M134-L01-P01-02,134,chord_lacing,1,M134-L01-P01,M134-L01-P02,lap_overlap,30.0,210.0,22.015798155688714,0.10483713407470815,1.75,16.69255856186349,16.693,OK
J-M135-L01-P01-02,135,diagonal,1,M135-L01-P01,M135-L01-P02,lap_overlap,30.0,210.0,28.128052435214688,0.13394310683435565,1.75,13.065248681771916,13.065,OK
J-M135-L02-P01-02,135,diagonal,2,M135-L02-P01,M135-L02-P02,lap_overlap,30.0,210.0,28.128052435214688,0.13394310683435565,1.75,13.065248681771916,13.065,OK
J-M135-L03-P01-02,135,diagonal,3,M135-L03-P01,M135-L03-P02,lap_overlap,30.0,210.0,28.128052435214688,0.13394310683435565,1.75,13.065248681771916,13.065,OK
J-M136-L01-P01-02,136,chord_lacing,1,M136-L01-P01,M136-L01-P02,lap_overlap,30.0,210.0,28.12805243521469,0.13394310683435567,1.75,13.065248681771914,13.065,OK
J-M137-L01-P01-02,137,diagonal,1,M137-L01-P01,M137-L01-P02,lap_overlap,30.0,210.0,39.59405279478944,0.18854310854661638,1.75,9.28169697365163,9.282,OK
J-M137-L02-P01-02,137,diagonal,2,M137-L02-P01,M137-L02-P02,lap_overlap,30.0,210.0,39.59405279478944,0.18854310854661638,1.75,9.28169697365163,9.282,OK
J-M137-L03-P01-02,137,diagonal,3,M137-L03-P01,M137-L03-P02,lap_overlap,30.0,210.0,39.59405279478944,0.18854310854661638,1.75,9.28169697365163,9.282,OK
J-M138-L01-P01-02,138,chord_lacing,1,M138-L01-P01,M138-L01-P02,lap_overlap,30.0,210.0,39.59405279478944,0.18854310854661638,1.75,9.28169697365163,9.282,OK
J-M139-L01-P01-02,139,diagonal,1,M139-L01-P01,M139-L01-P02,lap_overlap,30.0,210.0,67.20272836239094,0.32001299220186163,1.75,5.468527974314599,5.469,OK
J-M139-L02-P01-02,139,diagonal,2,M139-L02-P01,M139-L02-P02,lap_overlap,30.0,210.0,67.20272836239094,0.32001299220186163,1.75,5.468527974314599,5.469,OK
J-M139-L03-P01-02,139,diagonal,3,M139-L03-P01,M139-L03-P02,lap_overlap,30.0,210.0,67.20272836239094,0.32001299220186163,1.75,5.468527974314599,5.469,OK
J-M140-L01-P01-02,140,chord_lacing,1,M140-L01-P01,M140-L01-P02,lap_overlap,30.0,210.0,67.20272836239094,0.32001299220186163,1.75,5.468527974314599,5.469,OK
J-M141-L01-P01-02,141,diagonal,1,M141-L01-P01,M141-L01-P02,lap_overlap,30.0,210.0,0.05599966850592971,0.0002666650881234748,1.75,6562.53884719132,6562.539,OK
J-M141-L02-P01-02,141,diagonal,2,M141-L02-P01,M141-L02-P02,lap_overlap,30.0,210.0,0.05599966850592971,0.0002666650881234748,1.75,6562.53884719132,6562.539,OK
J-M141-L03-P01-02,141,diagonal,3,M141-L03-P01,M141-L03-P02,lap_overlap,30.0,210.0,0.05599966850592971,0.0002666650881234748,1.75,6562.53884719132,6562.539,OK
J-M142-L01-P01-02,142,chord_lacing,1,M142-L01-P01,M142-L01-P02,lap_overlap,30.0,210.0,0.05599966850592971,0.0002666650881234748,1.75,6562.53884719132,6562.539,OK
J-M143-L01-P01-02,143,bottom_transverse,1,M143-L01-P01,M143-L01-P02,lap_overlap,30.0,210.0,0.0,0.0,1.75,,sem solicitação,OK
J-M143-L02-P01-02,143,bottom_transverse,2,M143-L02-P01,M143-L02-P02,lap_overlap,30.0,210.0,0.0,0.0,1.75,,sem solicitação,OK
J-M144-L01-P01-02,144,top_transverse,1,M144-L01-P01,M144-L01-P02,lap_overlap,30.0,210.0,0.06596563427717295,0.00031412206798653785,1.75,5571.082640634464,5571.083,OK
J-M144-L02-P01-02,144,top_transverse,2,M144-L02-P01,M144-L02-P02,lap_overlap,30.0,210.0,0.06596563427717295,0.00031412206798653785,1.75,5571.082640634464,5571.083,OK
J-M145-L01-P01-02,145,bottom_transverse,1,M145-L01-P01,M145-L01-P02,lap_overlap,30.0,210.0,2.6080557315914175,0.012419313007578179,1.75,140.90956552364548,140.910,OK
J-M145-L02-P01-02,145,bottom_transverse,2,M145-L02-P01,M145-L02-P02,lap_overlap,30.0,210.0,2.6080557315914175,0.012419313007578179,1.75,140.90956552364548,140.910,OK
J-M146-L01-P01-02,146,top_transverse,1,M146-L01-P01,M146-L01-P02,lap_overlap,30.0,210.0,4.918155880256087,0.023419789905981366,1.75,74.72312975587597,74.723,OK
J-M146-L02-P01-02,146,top_transverse,2,M146-L02-P01,M146-L02-P02,lap_overlap,30.0,210.0,4.918155880256087,0.023419789905981366,1.75,74.72312975587597,74.723,OK
J-M147-L01-P01-02,147,bottom_transverse,1,M147-L01-P01,M147-L01-P02,lap_overlap,30.0,210.0,0.9866145117124795,0.004698164341487998,1.75,372.48590572839385,372.486,OK
J-M147-L02-P01-02,147,bottom_transverse,2,M147-L02-P01,M147-L02-P02,lap_overlap,30.0,210.0,0.9866145117124795,0.004698164341487998,1.75,372.48590572839385,372.486,OK
J-M148-L01-P01-02,148,top_transverse,1,M148-L01-P01,M148-L01-P02,lap_overlap,30.0,210.0,8.01723210326154,0.03817729572981685,1.75,45.8387627134426,45.839,OK
J-M148-L02-P01-02,148,top_transverse,2,M148-L02-P01,M148-L02-P02,lap_overlap,30.0,210.0,8.01723210326154,0.03817729572981685,1.75,45.8387627134426,45.839,OK
J-M149-L01-P01-02,149,bottom_transverse,1,M149-L01-P01,M149-L01-P02,lap_overlap,30.0,210.0,0.3146746415464543,0.0014984506740307348,1.75,1167.8729439205456,1167.873,OK
J-M149-L02-P01-02,149,bottom_transverse,2,M149-L02-P01,M149-L02-P02,lap_overlap,30.0,210.0,0.3146746415464543,0.0014984506740307348,1.75,1167.8729439205456,1167.873,OK
J-M150-L01-P01-02,150,top_transverse,1,M150-L01-P01,M150-L01-P02,lap_overlap,30.0,210.0,9.384943108138096,0.044690205276848076,1.75,39.15846859863483,39.158,OK
J-M150-L02-P01-02,150,top_transverse,2,M150-L02-P01,M150-L02-P02,lap_overlap,30.0,210.0,9.384943108138096,0.044690205276848076,1.75,39.15846859863483,39.158,OK
J-M151-L01-P01-02,151,bottom_transverse,1,M151-L01-P01,M151-L01-P02,lap_overlap,30.0,210.0,1.006234813059131,0.004791594347900624,1.75,365.2229034719394,365.223,OK
J-M151-L02-P01-02,151,bottom_transverse,2,M151-L02-P01,M151-L02-P02,lap_overlap,30.0,210.0,1.006234813059131,0.004791594347900624,1.75,365.2229034719394,365.223,OK
J-M152-L01-P01-02,152,top_transverse,1,M152-L01-P01,M152-L01-P02,lap_overlap,30.0,210.0,9.353057211169528,0.044538367672235846,1.75,39.29196536519923,39.292,OK
J-M152-L02-P01-02,152,top_transverse,2,M152-L02-P01,M152-L02-P02,lap_overlap,30.0,210.0,9.353057211169528,0.044538367672235846,1.75,39.29196536519923,39.292,OK
J-M153-L01-P01-02,153,bottom_transverse,1,M153-L01-P01,M153-L01-P02,lap_overlap,30.0,210.0,1.6462338611753902,0.007839208862739953,1.75,223.23681262248468,223.237,OK
J-M153-L02-P01-02,153,bottom_transverse,2,M153-L02-P01,M153-L02-P02,lap_overlap,30.0,210.0,1.6462338611753902,0.007839208862739953,1.75,223.23681262248468,223.237,OK
J-M154-L01-P01-02,154,top_transverse,1,M154-L01-P01,M154-L01-P02,lap_overlap,30.0,210.0,8.98228626490909,0.04277279173766234,1.75,40.91385969691308,40.914,OK
J-M154-L02-P01-02,154,top_transverse,2,M154-L02-P01,M154-L02-P02,lap_overlap,30.0,210.0,8.98228626490909,0.04277279173766234,1.75,40.91385969691308,40.914,OK
J-M155-L01-P01-02,155,bottom_transverse,1,M155-L01-P01,M155-L01-P02,lap_overlap,30.0,210.0,1.1166186269013478,0.005317231556673085,1.75,329.1186365212483,329.119,OK
J-M155-L02-P01-02,155,bottom_transverse,2,M155-L02-P01,M155-L02-P02,lap_overlap,30.0,210.0,1.1166186269013478,0.005317231556673085,1.75,329.1186365212483,329.119,OK
J-M156-L01-P01-02,156,top_transverse,1,M156-L01-P01,M156-L01-P02,lap_overlap,30.0,210.0,12.088275699819745,0.057563217618189264,1.75,30.40135823552403,30.401,OK
J-M156-L02-P01-02,156,top_transverse,2,M156-L02-P01,M156-L02-P02,lap_overlap,30.0,210.0,12.088275699819745,0.057563217618189264,1.75,30.40135823552403,30.401,OK
J-M157-L01-P01-02,157,bottom_transverse,1,M157-L01-P01,M157-L01-P02,lap_overlap,30.0,210.0,1.1647405419485992,0.005546383533088567,1.75,315.52091368363995,315.521,OK
J-M157-L02-P01-02,157,bottom_transverse,2,M157-L02-P01,M157-L02-P02,lap_overlap,30.0,210.0,1.1647405419485992,0.005546383533088567,1.75,315.52091368363995,315.521,OK
J-M158-L01-P01-02,158,top_transverse,1,M158-L01-P01,M158-L01-P02,lap_overlap,30.0,210.0,9.968003426429153,0.047466682982995966,1.75,36.867964854989005,36.868,OK
J-M158-L02-P01-02,158,top_transverse,2,M158-L02-P01,M158-L02-P02,lap_overlap,30.0,210.0,9.968003426429153,0.047466682982995966,1.75,36.867964854989005,36.868,OK
J-M159-L01-P01-02,159,bottom_transverse,1,M159-L01-P01,M159-L01-P02,lap_overlap,30.0,210.0,1.1166560406574197,0.005317409717416285,1.75,329.10760934373144,329.108,OK
J-M159-L02-P01-02,159,bottom_transverse,2,M159-L02-P01,M159-L02-P02,lap_overlap,30.0,210.0,1.1166560406574197,0.005317409717416285,1.75,329.10760934373144,329.108,OK
J-M160-L01-P01-02,160,top_transverse,1,M160-L01-P01,M160-L01-P02,lap_overlap,30.0,210.0,12.088238286063689,0.05756303945744614,1.75,30.401452329384018,30.401,OK
J-M160-L02-P01-02,160,top_transverse,2,M160-L02-P01,M160-L02-P02,lap_overlap,30.0,210.0,12.088238286063689,0.05756303945744614,1.75,30.401452329384018,30.401,OK
J-M161-L01-P01-02,161,bottom_transverse,1,M161-L01-P01,M161-L01-P02,lap_overlap,30.0,210.0,1.6461572721822746,0.007838844153248927,1.75,223.2471989221378,223.247,OK
J-M161-L02-P01-02,161,bottom_transverse,2,M161-L02-P01,M161-L02-P02,lap_overlap,30.0,210.0,1.6461572721822746,0.007838844153248927,1.75,223.2471989221378,223.247,OK
J-M162-L01-P01-02,162,top_transverse,1,M162-L01-P01,M162-L01-P02,lap_overlap,30.0,210.0,8.982209675916133,0.042772427028172064,1.75,40.91420855887748,40.914,OK
J-M162-L02-P01-02,162,top_transverse,2,M162-L02-P01,M162-L02-P02,lap_overlap,30.0,210.0,8.982209675916133,0.042772427028172064,1.75,40.91420855887748,40.914,OK
J-M163-L01-P01-02,163,bottom_transverse,1,M163-L01-P01,M163-L01-P02,lap_overlap,30.0,210.0,1.006079762395532,0.004790856011407295,1.75,365.2791893208964,365.279,OK
J-M163-L02-P01-02,163,bottom_transverse,2,M163-L02-P01,M163-L02-P02,lap_overlap,30.0,210.0,1.006079762395532,0.004790856011407295,1.75,365.2791893208964,365.279,OK
J-M164-L01-P01-02,164,top_transverse,1,M164-L01-P01,M164-L01-P02,lap_overlap,30.0,210.0,9.352902160505888,0.044537629335742325,1.75,39.29261674005604,39.293,OK
J-M164-L02-P01-02,164,top_transverse,2,M164-L02-P01,M164-L02-P02,lap_overlap,30.0,210.0,9.352902160505888,0.044537629335742325,1.75,39.29261674005604,39.293,OK
J-M165-L01-P01-02,165,bottom_transverse,1,M165-L01-P01,M165-L01-P02,lap_overlap,30.0,210.0,0.31438353426635074,0.0014970644488873845,1.75,1168.9543501621436,1168.954,OK
J-M165-L02-P01-02,165,bottom_transverse,2,M165-L02-P01,M165-L02-P02,lap_overlap,30.0,210.0,0.31438353426635074,0.0014970644488873845,1.75,1168.9543501621436,1168.954,OK
J-M166-L01-P01-02,166,top_transverse,1,M166-L01-P01,M166-L01-P02,lap_overlap,30.0,210.0,9.384652000857953,0.044688819051704534,1.75,39.159683275032776,39.160,OK
J-M166-L02-P01-02,166,top_transverse,2,M166-L02-P01,M166-L02-P02,lap_overlap,30.0,210.0,9.384652000857953,0.044688819051704534,1.75,39.159683275032776,39.160,OK
J-M167-L01-P01-02,167,bottom_transverse,1,M167-L01-P01,M167-L01-P02,lap_overlap,30.0,210.0,0.9869786577344222,0.004699898370163915,1.75,372.34847696057017,372.348,OK
J-M167-L02-P01-02,167,bottom_transverse,2,M167-L02-P01,M167-L02-P02,lap_overlap,30.0,210.0,0.9869786577344222,0.004699898370163915,1.75,372.34847696057017,372.348,OK
J-M168-L01-P01-02,168,top_transverse,1,M168-L01-P01,M168-L01-P02,lap_overlap,30.0,210.0,8.016867957239445,0.03817556170114021,1.75,45.840844823711706,45.841,OK
J-M168-L02-P01-02,168,top_transverse,2,M168-L02-P01,M168-L02-P02,lap_overlap,30.0,210.0,8.016867957239445,0.03817556170114021,1.75,45.840844823711706,45.841,OK
J-M169-L01-P01-02,169,bottom_transverse,1,M169-L01-P01,M169-L01-P02,lap_overlap,30.0,210.0,2.606530716275703,0.0124120510298843,1.75,140.99200815292755,140.992,OK
J-M169-L02-P01-02,169,bottom_transverse,2,M169-L02-P01,M169-L02-P02,lap_overlap,30.0,210.0,2.606530716275703,0.0124120510298843,1.75,140.99200815292755,140.992,OK
J-M170-L01-P01-02,170,top_transverse,1,M170-L01-P01,M170-L01-P02,lap_overlap,30.0,210.0,4.91968089557165,0.023427051883674523,1.75,74.69996688825846,74.700,OK
J-M170-L02-P01-02,170,top_transverse,2,M170-L02-P01,M170-L02-P02,lap_overlap,30.0,210.0,4.91968089557165,0.023427051883674523,1.75,74.69996688825846,74.700,OK
J-M171-L01-P01-02,171,bottom_transverse,1,M171-L01-P01,M171-L01-P02,lap_overlap,30.0,210.0,0.07676930116374034,0.0003655681007797159,1.75,4787.069758732903,4787.070,OK
J-M171-L02-P01-02,171,bottom_transverse,2,M171-L02-P01,M171-L02-P02,lap_overlap,30.0,210.0,0.07676930116374034,0.0003655681007797159,1.75,4787.069758732903,4787.070,OK
J-M172-L01-P01-02,172,top_transverse,1,M172-L01-P01,M172-L01-P02,lap_overlap,30.0,210.0,0.07676930116394586,0.00036556810078069453,1.75,4787.0697587200875,4787.070,OK
J-M172-L02-P01-02,172,top_transverse,2,M172-L02-P01,M172-L02-P02,lap_overlap,30.0,210.0,0.07676930116394586,0.00036556810078069453,1.75,4787.0697587200875,4787.070,OK
J-M173-L01-P01-02,173,bottom_bracing,1,M173-L01-P01,M173-L01-P02,lap_overlap,30.0,210.0,0.3641737294822922,0.0017341606165823438,1.75,1009.1337464743445,1009.134,OK
J-M174-L01-P01-02,174,top_bracing,1,M174-L01-P01,M174-L01-P02,lap_overlap,30.0,210.0,0.3641737294826103,0.0017341606165838584,1.75,1009.1337464734632,1009.134,OK
J-M175-L01-P01-02,175,bottom_bracing,1,M175-L01-P01,M175-L01-P02,lap_overlap,30.0,210.0,5.724443940456469,0.02725925685931652,1.75,64.19837521733079,64.198,OK
J-M176-L01-P01-02,176,top_bracing,1,M176-L01-P01,M176-L01-P02,lap_overlap,30.0,210.0,5.822526506330321,0.02772631669681105,1.75,63.116930356684435,63.117,OK
J-M177-L01-P01-02,177,bottom_bracing,1,M177-L01-P01,M177-L01-P02,lap_overlap,30.0,210.0,10.589138854867006,0.05042447073746193,1.75,34.70537170556497,34.705,OK
J-M178-L01-P01-02,178,top_bracing,1,M178-L01-P01,M178-L01-P02,lap_overlap,30.0,210.0,10.77057305530366,0.05128844312049362,1.75,34.12074716108398,34.121,OK
J-M179-L01-P01-02,179,bottom_bracing,1,M179-L01-P01,M179-L01-P02,lap_overlap,30.0,210.0,11.91749234530947,0.05674996354909271,1.75,30.837024212114727,30.837,OK
J-M180-L01-P01-02,180,top_bracing,1,M180-L01-P01,M180-L01-P02,lap_overlap,30.0,210.0,12.121686541316882,0.05772231686341372,1.75,30.317563380918394,30.318,OK
J-M181-L01-P01-02,181,bottom_bracing,1,M181-L01-P01,M181-L01-P02,lap_overlap,30.0,210.0,12.11982243359797,0.05771344015999033,1.75,30.322226419855358,30.322,OK
J-M182-L01-P01-02,182,top_bracing,1,M182-L01-P01,M182-L01-P02,lap_overlap,30.0,210.0,12.327483351337298,0.05870230167303475,1.75,29.811437543749207,29.811,OK
J-M183-L01-P01-02,183,bottom_bracing,1,M183-L01-P01,M183-L01-P02,lap_overlap,30.0,210.0,12.542199189802565,0.05972475804667888,1.75,29.301081448203746,29.301,OK
J-M184-L01-P01-02,184,top_bracing,1,M184-L01-P01,M184-L01-P02,lap_overlap,30.0,210.0,12.542199189801837,0.05972475804667541,1.75,29.30108144820545,29.301,OK
J-M185-L01-P01-02,185,bottom_bracing,1,M185-L01-P01,M185-L01-P02,lap_overlap,30.0,210.0,12.916024604946124,0.06150487907117202,1.75,28.453027246422852,28.453,OK
